Title,Author,Description,Article_Link,Cited_by,All_versions,Related_articles_Link
Aging baby boomers and the generational housing bubble: Foresight and mitigation of an epic transition,"D Myers, SH Ryu - Journal of the American Planning Association, 2008 - Taylor & Francis",Problem: The 78 million baby boomers have driven up housing demand and prices for three decades since beginning to buy homes in 1970 and continuing up the housing ladder. What will happen when boomers begin to sell off their high-priced homes to relatively smaller and …,https://www.tandfonline.com/doi/abs/10.1080/01944360701802006,154,2,"https://scholar.google.com/scholar?q=related:cwrIIfvf990J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Boomer bust?,"LB Benko - Modern Healthcare, 2003 - elibrary.ru","Increasingly, many observers are saying the forecast for a boomer bonanza in healthcare business could turn into a bust. Radical breakthroughs in medical technology are rapidly turning acute and often deadly diseases into manageable, and perhaps eventually curable …",https://elibrary.ru/item.asp?id=6452464,9,2,"https://scholar.google.com/scholar?q=related:CLb5-Pyatq4J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"Boomers, Xers, and Millennials: Who Are They and What Do They Really Want from Continuing Higher Education?.","C Sandeen - Continuing Higher Education Review, 2008 - ERIC","University of California-los angeles earlier this year, Kathleen Casey-Kirschling, born one second after midnight on January 1, 1946, officially became the first “Baby Boomer” to receive Social Security benefits (Social Security Administration news release, October …",https://eric.ed.gov/?id=EJ903434,65,,"https://scholar.google.com/scholar?q=related:A-La5eEnUEsJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[PDF][PDF] Attitudes and perceptions towards Islamic banking among Muslims and non-Muslims in Malaysia: implications for marketing to baby boomers and x-generation,"M Loo - International Journal of Arts and Sciences, 2010 - Citeseer","The financial crisis that started in the West in 2008 has prompted Islamic Banking proponents to renew their claim that Islamic Banking is superior to conventional banking. While Islamic Banking is a lesser known banking system in the West, its potential cannot be …",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.438.9263&rep=rep1&type=pdf,135,4,"https://scholar.google.com/scholar?q=related:1exI0xDiB4cJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Negotiating identity in late life: Diversity among Australian baby boomers,"E Ozanne - Australian Social Work, 2009 - Taylor & Francis","Much is expected of Australian Baby Boomers as they move through middle to late life over the coming decades. However, there is enormous diversity in the resources and lifestyles of the many birth cohorts that make up this population and some subgroups have been …",https://www.tandfonline.com/doi/abs/10.1080/03124070902836004,44,2,"https://scholar.google.com/scholar?q=related:p9fO8G7aezUJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[DOC][DOC] Boomer Bust,H Dolezalek - 2007 - kmforboomers.pbworks.com,"For years, experts have been warning American businesses that the coming retirement of the baby boomers would create havoc--shrinking the pool of qualified workers and creating a sudden loss of a large group of experienced employees. Now, Companies are Finally …",http://kmforboomers.pbworks.com/f/Boomer%20Bust.doc,3,2,"https://scholar.google.com/scholar?q=related:bvyNAdni79EJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"Understanding millennial, Generation X, and baby boomer preferred leadership characteristics: Informing today's leaders and followers",LV Cox - 2016 - digitalcommons.brandman.edu,"Purpose. This quantitative study's purpose was to describe and determine the degree of difference and importance of leadership characteristics as perceived by Baby Boom, Generation X, and Millennial generational cohort followers in STEM-related US-based or …",https://digitalcommons.brandman.edu/edd_dissertations/42/,13,3,"https://scholar.google.com/scholar?q=related:MX4TA7KleFYJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[BOOK][B] A phenomenological study: Leaderships' perception of organizational readiness to address the impending Baby Boomer exodus,KC Wysocki - 2009 - search.proquest.com,Overcoming the challenges of the coming retirement-based knowledge drain requires that organizations identify critical knowledge resources within the company and document that knowledge prior to the retirement of the workforce that possesses it. The purpose of this …,http://search.proquest.com/openview/65d3dd32359aab8df1f1400cfb491fc8/1?pq-origsite=gscholar&cbl=18750&diss=y,8,,"https://scholar.google.com/scholar?q=related:5dsNzaTLjuMJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"The delineation of the bedrock configuration of part of Port Jackson, New South Wales, with a Boomer system","DW Emerson, CVG Phipps - Geophysical Prospecting, 1969 - Wiley Online Library","A high resolution Boomer system was used to investigate the bedrock configuration of part of Port Jackson, New South Wales. The continuous reflection profiling technique was successful in delineating a channel incised in bedrock under a thickness of up to 60 m. of …",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2478.1969.tb02083.x,8,3,"https://scholar.google.com/scholar?q=related:c-fvjNRf1vEJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
It's all relative: Understanding the retirement prospects of baby-boomers,"BA Butrica, KE Smith, H Iams - Boston College Center for …, 2003 - papers.ssrn.com","The aim of this paper is to compare baby boomer retirees with previous generations on their overall level, distribution, and composition of family income and on the adequacy of this income in maintaining their economic well-being in retirement. To do this analysis we use …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=555826,72,7,"https://scholar.google.com/scholar?q=related:r6UTxyGNMEAJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[PDF][PDF] Boomer backlash as aging becomes a global institution,"J Weil, NJ Karlin, K Floren - International Journal of Contemporary …, 2015 - researchgate.net","Aging in the 21st Century impacts many societal institutions. As the Baby Boomers reach 65 years of age, their sheer number brings a renewed sense of ageism. In reality, their cohorts are varied and often need assistance from the same social institutions they are accused of …",https://www.researchgate.net/profile/Nancy_Karlin/publication/279771043_Boomer_backlash_as_aging_becomes_a_global_institution/links/5c34ecc0a6fdccd6b59c2c93/Boomer-backlash-as-aging-becomes-a-global-institution.pdf,5,,"https://scholar.google.com/scholar?q=related:46_sJvUJrr4J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[HTML][HTML] Value priorities and their relations with quality of life in the Baby Boomer generation of Lithuanian nurses: a cross-sectional survey,"A Blazeviciene, I Jakusovaite - BMC nursing, 2007 - bmcnurs.biomedcentral.com","The understanding of the values of nurses is especially important, since nurses constitute 80% of workforce in the healthcare system in Lithuania. In addition to that, nursing is one of the major constituents of healthcare. The aim of this study was to determine what values …",https://bmcnurs.biomedcentral.com/articles/10.1186/1472-6955-6-10,9,14,"https://scholar.google.com/scholar?q=related:Ji6lwkb8GhUJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[BOOK][B] Brooklyn Boomer: Growing Up in the Fifties,MH Levinson - 2011 - books.google.com,"Martin H. Levinson lived in Brooklyn from his birth in 1946 to 1962, the height of the baby boom following World War II. He grew up two blocks from Ebbets Field, the home of the Brooklyn Dodgers, and attended Erasmus Hall High School, which boasts alums such as …",https://books.google.com/books?hl=en&lr=&id=mThY2ajPSD0C&oi=fnd&pg=PR5&dq=boomer&ots=DFJtT6dnn1&sig=RzK7o0bQZSn9oLQi2BAsEaIQyHo,7,,"https://scholar.google.com/scholar?q=related:BcEFsengUlwJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"Constructing the boundaries of retirement for baby-boomer women: Like turning off the tap, or is it?","DK van den Hoonaard - Qualitative Sociology Review, 2015 - search.ebscohost.com","We are at a unique point in history when an unprecedented number of women are beginning to retire. Earlier work has suggested that women have few identity concerns in retirement because they had less att achment to the labor force. In contrast, women of the …",http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=17338077&AN=108615678&h=1bmvvyAsro%2B0JATD8sDfvvxyzLe%2Bet5ol8Kcka8RwzrnIRgbdKu7VQeb2TnNPOiyNMz%2BrIWkZzS9aY%2BH2uBUgA%3D%3D&crl=c,10,,"https://scholar.google.com/scholar?q=related:WZTB_yYtspMJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
The wealth of single women: Marital status and parenthood in the asset accumulation of young baby boomers in the United States,"A Yamokoski, LA Keister - Feminist Economics, 2006 - Taylor & Francis","Abstract In the United States, household wealth is unequally distributed. While facts about the distribution are readily available, less is known about the family dynamics that underlie this important component of inequality. An increasing number of households are headed by …",https://www.tandfonline.com/doi/abs/10.1080/13545700500508478,119,7,"https://scholar.google.com/scholar?q=related:Bkj9Gsj8gAEJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"[PDF][PDF] Measurement of sediment in Boomer Creek Reservoir, Payne County, Oklahoma","HJ Harper - Proceedings of the Oklahoma Academy of …, 2015 - ojs.library.okstate.edu","During the winter of 1924-25 an earth dam was constructed acr088 the Ya11ey of Boomer Creek approximately 1~ miles north of Stillwater. Oklahoma. This location is near the north side ot the NW% ot Sec. 11. T. 19 N., R. 2 E. in Payne County. The dam was designed and …",http://ojs.library.okstate.edu/osu/index.php/OAS/article/download/3174/2890,5,,"https://scholar.google.com/scholar?q=related:dpERxr66-uUJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"[PDF][PDF] Menidia audens (Pisces: Atherinidae) in Boomer Lake, Oklahoma, and its possible spread in the Arkansas River system","ME Sisk - Proceedings of the Oklahoma Academy of Science, 1964 - ojs.library.okstate.edu","The ttrst record of the M1s8issippl 811versldes (Jfentdfa auden. t Hay) from the Arkansas River system in Oklahoma W88 taken from Boomer Lake, Stillwater, Payne County, on 14 February 1964. Two specimens, one male (86 mm SL) and one female (80 mm SL), were …",http://ojs.library.okstate.edu/osu/index.php/OAS/article/download/4309/3982,6,,"https://scholar.google.com/scholar?q=related:rqbQvUx2rRAJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Contrasting work values of Baby Boomers and Generation X rural public school principals,"K Seipert, T Baghurst - Public Administration Quarterly, 2014 - JSTOR",The purpose of this study was to analyze the seven dimensions of work values of Baby Boomer and Generation X rural school principals in North Carolina in order to determine whether principals from different generational cohorts differ in their work values. The study …,https://www.jstor.org/stable/24372035,41,6,"https://scholar.google.com/scholar?q=related:WFW9qIcHS6kJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[BOOK][B] Baby boomers and generational conflict,J Bristow - 2015 - books.google.com,"The dominant cultural script is that the Baby Boomers have'had it all', thereby depriving younger generations of the opportunity to create a life for themselves. Bristow provides a critical account of this discourse by locating the problematisation of the Baby Boomers within …",https://books.google.com/books?hl=en&lr=&id=q_C_CQAAQBAJ&oi=fnd&pg=PP1&dq=boomer&ots=Rb5KSfJRv6&sig=qQ6GtHHKO7k7Va5rjXW1XUx_3Fw,47,6,"https://scholar.google.com/scholar?q=related:Tch2arFyjUMJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Modeling brand equity for lifestyle brand extensions: A strategic approach into generation Y vs. baby boomer,"EY Kim, L Brandon - Journal of Global Academy of Marketing, 2010 - Taylor & Francis","Today, the fashion market challenged by a maturing retail market needs a new paradigm in the “evolution of brand” to improve their comparative advantages. An important issue in fashion marketing is lifestyle brand extension with a specific aim to meet consumers' specific …",https://www.tandfonline.com/doi/abs/10.1080/12297119.2010.9707342,25,3,"https://scholar.google.com/scholar?q=related:Y0aKfsK0vsoJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
